Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
Suzuki,2010,Grand,SUV,2010 Suzuki Grand Vitara Prestige (4X4),USED,Automatic,4WD,Unleaded,9.9,161744,Grey / -,Western Australia,SUV,4,5,13999,4,2.4,Australia
Peugeot,2018,3008,SUV,2018 Peugeot 3008 GT Line,USED,Automatic,Front,Premium,7.3,45569,Blue / -,Western Australia,SUV,4,5,33988,4,1.6,Australia
Lexus,2020,RX450H,SUV,2020 Lexus RX450H Sports Luxury Hybrid,USED,Automatic,AWD,Hybrid,5.7,34661,White / Black,Western Australia,SUV,4,5,89999,6,3.5,Australia
Volvo,2003,V40,Wagon,2003 Volvo V40 2.0 SE,USED,Automatic,Front,Unleaded,9.6,186493,Green / -,Western Australia,Wagon,4,5,5999,4,1.9,Australia
Mercedes-Benz,2018,S450,Sedan,2018 Mercedes-Benz S450 L,USED,Automatic,Rear,Premium,8.4,23014,White / -,Western Australia,Sedan,4,5,129980,8,3.0,Australia
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser LC200 GXL (4X4),USED,Automatic,4WD,Diesel,9.5,59004,Grey / Grey Fabric,Western Australia,SUV,4,8,109990,8,4.5,Australia
Holden,2001,Commodore,Sedan,2001 Holden Commodore SS,USED,Automatic,Rear,Unleaded,13.5,234384,Red / -,Western Australia,Sedan,4,5,17990,8,5.7,Australia
Tesla,2022,Model,Sedan,2022 Tesla Model 3 Performance,USED,Automatic,AWD,Electric,0.0,6704,Silver / Silver,Western Australia,Sedan,4,5,86990,0,,Australia
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,8.9,235654,Blue / -,Western Australia,Ute / Tray,4,5,17999,5,3.2,Australia
Lexus,2022,UX200,Lexus of Perth New,2022 Lexus UX200 F Sport +EP1,DEMO,Automatic,Front,Unleaded,5.8,5122,Silver / Black,Western Australia,SUV,4,5,59999,4,2.0,Australia
Ford,2016,Mustang,Coupe,2016 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,Rear,Premium,12.6,32700,Grey / Black,Western Australia,Coupe,2,4,59990,8,5.0,Australia
Holden,2016,Trax,SUV,2016 Holden Trax LS,USED,Automatic,Front,Unleaded,7.6,110359,Grey / Black,Western Australia,SUV,4,5,14998,4,1.8,Australia
Lexus,2020,LX450D,SUV,2020 Lexus LX450D,USED,Automatic,AWD,Diesel,9.5,31813,White / Black,Western Australia,SUV,4,5,126990,8,4.5,Australia
Ford,2003,Falcon,Ute / Tray,2003 Ford Falcon XR8,USED,Manual,Rear,Unleaded,12.5,235952,Blue / Black,Western Australia,Ute / Tray,2,2,20990,8,5.4,Australia
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,4WD,Diesel,8.9,17629,Grey / Black Fabric,Western Australia,SUV,4,7,115990,6,3.3,Australia
Toyota,2004,Landcruiser,SUV,2004 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,12.6,340058,White / Black,Western Australia,SUV,4,8,18990,4,3.0,Australia
Jeep,2021,Wrangler,SUV,2021 Jeep Wrangler Unlimited Rubicon (4X4),USED,Automatic,4WD,Unleaded,10.3,5693,Grey / -,Western Australia,SUV,4,5,75990,6,3.6,Australia
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLS 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,101066,Black / Grey,Western Australia,Ute / Tray,4,5,46888,5,3.2,Australia
Hyundai,2017,Genesis,Sedan,2017 Hyundai Genesis,USED,Automatic,Rear,Unleaded,11.2,170173,White / -,Western Australia,Sedan,4,5,19999,6,3.8,Australia
Volkswagen,2023,Tiguan,Melville Volkswagen,2023 Volkswagen Tiguan Allspace 110TSI Life,DEMO,Automatic,Front,Premium,7.7,850,White / Titanium Black/Titanium Black/Black/Storm Gray,Western Australia,SUV,4,7,52888,4,1.4,Australia
Kia,2020,Sportage,SUV,2020 Kia Sportage SX (awd),USED,Automatic,AWD,Diesel,6.4,66711,White / Black,Western Australia,SUV,4,5,30990,4,2.0,Australia
Ford,2021,Mustang,Hatchback,2021 Ford Mustang Mach 1,USED,Manual,Rear,Premium,13.9,1939,Grey / Black,Western Australia,Hatchback,2,4,114990,8,5.0,Australia
Holden,2014,Calais,Sedan,2014 Holden Calais V,USED,Automatic,Rear,Premium,14.6,119516,White / Beige,Western Australia,Sedan,4,5,37870,8,6.0,Australia
Mazda,2015,6,Sedan,2015 Mazda 6 Touring,USED,Automatic,Front,Diesel,5.4,98000,Silver / -,Western Australia,Sedan,4,5,21999,4,2.2,Australia
Jeep,2020,Grand,SUV,2020 Jeep Grand Cherokee Overland (4X4),USED,Automatic,4WD,Diesel,7.0,90714,Black / Black,Western Australia,SUV,4,5,54998,6,3.0,Australia
Jeep,2008,Grand,SUV,2008 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Diesel,16.0,171994,Blue / Black,Western Australia,SUV,4,5,13990,6,3.0,Australia
Nissan,2012,Patrol,SUV,2012 Nissan Patrol ST (4X4),USED,Manual,4WD,Diesel,10.9,242525,Black / Grey,Western Australia,SUV,4,7,27990,4,3.0,Australia
Nissan,2012,X-Trail,SUV,2012 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,8.4,185509,Black / Black,Western Australia,SUV,4,5,13990,4,2.0,Australia
Toyota,2012,Hilux,Ute / Tray,2012 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,9.3,174859,White / -,Western Australia,Ute / Tray,4,5,34990,4,3.0,Australia
Holden,2009,Commodore,Sedan,2009 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,11.0,196453,Green / -,Western Australia,Sedan,4,5,10990,6,3.6,Australia
Toyota,2021,C-HR,SUV,2021 Toyota C-HR Koba (2WD) Hybrid,USED,Automatic,Front,Hybrid,4.3,23324,Silver / Black,Western Australia,SUV,4,5,44880,4,1.8,Australia
Mazda,2018,CX-3,SUV,2018 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,198886,Red / -,Western Australia,SUV,4,5,17999,4,2.0,Australia
Jeep,2019,Wrangler,SUV,2019 Jeep Wrangler Sport S (4X4),USED,Automatic,4WD,Unleaded,9.6,49602,Green / Grey,Western Australia,SUV,2,4,43998,6,3.6,Australia
FPV,2010,GT,Sedan,2010 FPV GT,USED,Manual,Rear,Premium,13.6,134003,Black / Black,Western Australia,Sedan,4,5,57957,8,5.0,Australia
Holden,2008,Rodeo,Ute / Tray,2008 Holden Rodeo LX (4X4),USED,Manual,4WD,Diesel,8.4,314973,White / -,Western Australia,Ute / Tray,4,5,11999,4,3.0,Australia
Volkswagen,2017,Tiguan,SUV,2017 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,8.1,92526,White / -,Western Australia,SUV,4,5,32990,4,2.0,Australia
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,56405,White / -,Western Australia,Hatchback,4,5,23999,4,2.0,Australia
HSV,2017,Gtsr,Sedan,2017 HSV Gtsr,USED,Manual,Rear,Premium,15.1,26000,Green / Black,Western Australia,Sedan,4,5,179990,8,6.2,Australia
Nissan,2006,Navara,Ute / Tray,2006 Nissan Navara ST-R (4X4),USED,Manual,4WD,Diesel,9.6,230114,Blue / Black,Western Australia,Ute / Tray,4,5,12990,4,3.0,Australia
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,4WD,Diesel,10.7,131839,White / -,Western Australia,Ute / Tray,2,3,69990,8,4.5,Australia
Mazda,2020,3,Sedan,2020 Mazda 3 G25 Evolve,USED,Automatic,Front,Unleaded,6.5,52000,White / -,Western Australia,Sedan,4,5,31999,4,2.5,Australia
Holden,2016,Commodore,Sedan,2016 Holden Commodore SV6 Black Pack,USED,Automatic,Rear,Unleaded,9.5,102917,White / Null,Western Australia,Sedan,4,5,27870,6,3.6,Australia
Ford,2014,Ecosport,SUV,2014 Ford Ecosport Trend,USED,Manual,Front,Premium,5.7,84902,Yellow / Black,Western Australia,SUV,4,5,11990,3,1.0,Australia
Holden,2016,Cruze,Sedan,2016 Holden Cruze Z-Series,USED,Automatic,Front,Unleaded,7.4,98778,White / Black,Western Australia,Sedan,4,5,13990,4,1.8,Australia
Kia,2014,Optima,Sedan,2014 Kia Optima SI,USED,Automatic,Front,Unleaded,7.9,121371,Silver / Black,Western Australia,Sedan,4,5,14990,4,2.4,Australia
Mitsubishi,2009,Triton,Ute / Tray,2009 Mitsubishi Triton GLX-R (4X4),USED,Manual,4WD,Diesel,9.1,283598,White / Grey,Western Australia,Ute / Tray,4,5,13990,4,2.5,Australia
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX Adas (4X4),USED,Automatic,4WD,Diesel,8.6,89201,White / Grey,Western Australia,Ute / Tray,2,4,39800,4,2.4,Australia
Mitsubishi,2014,Pajero,SUV,2014 Mitsubishi Pajero GLX-R LWB (4X4),USED,Automatic,4WD,Diesel,9.0,190184,Gold / Black,Western Australia,SUV,4,7,29870,4,3.2,Australia
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,4WD,Diesel,8.4,71920,Silver / Black,Western Australia,Ute / Tray,4,5,52800,5,3.2,Australia
Holden,2017,Astra,Hatchback,2017 Holden Astra R,USED,Automatic,Front,Premium,5.8,80973,Grey / Black,Western Australia,Hatchback,5,5,18985,4,1.4,Australia
Mitsubishi,2015,Outlander,SUV,2015 Mitsubishi Outlander ES (4X2),USED,Automatic,Front,Unleaded,6.6,134215,White / Black,Western Australia,SUV,4,5,18994,4,2.0,Australia
Nissan,2013,Pulsar,Sedan,2013 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,6.7,125859,Black / Black,Western Australia,Sedan,4,5,12989,4,1.8,Australia
Isuzu,2023,D-MAX,Ute / Tray,2023 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,8.0,4941,White / -,Western Australia,Ute / Tray,4,5,55999,4,3.0,Australia
Toyota,2022,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6.0,25252,White / -,Western Australia,Hatchback,5,5,29990,4,2.0,Australia
Mazda,2022,CX-8,SUV,2022 Mazda CX-8 Sport (fwd),USED,Automatic,Front,Unleaded,8.1,26808,Grey / Black,Western Australia,SUV,4,7,44870,4,2.5,Australia
Mazda,2022,CX-9,SUV,2022 Mazda CX-9 GT SP (fwd),USED,Automatic,Front,Unleaded,8.4,11137,White / Burgundy,Western Australia,SUV,4,7,57870,4,2.5,Australia
Mazda,2021,CX-8,SUV,2021 Mazda CX-8 GT (fwd),USED,Automatic,Front,Diesel,5.9,25436,Blue / Black,Western Australia,SUV,4,7,55870,4,2.2,Australia
Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Overland (4X4),USED,Automatic,AWD,Premium,11.0,195024,White / Black,Western Australia,SUV,4,5,23750,6,3.6,Australia
Toyota,2017,Hiace,Commercial,2017 Toyota Hiace LWB,USED,Automatic,Rear,Unleaded,9.8,201511,White / -,Western Australia,Commercial,4,2,26990,4,2.7,Australia
Subaru,2014,Forester,SUV,2014 Subaru Forester 2.5I Luxury Limited Edition,USED,Automatic,AWD,Unleaded,8.1,163091,Blue / Black,Western Australia,SUV,4,5,19870,4,2.5,Australia
Nissan,2015,Pathfinder,SUV,2015 Nissan Pathfinder ST (4X4),USED,Automatic,4WD,Premium,10.2,113523,Blue / Black,Western Australia,SUV,4,7,22888,6,3.5,Australia
Kia,2017,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,AWD,Unleaded,8.5,59500,Red / -,Western Australia,SUV,4,5,32999,4,2.4,Australia
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I-L,USED,Automatic,AWD,Unleaded,7.1,68964,White / Grey,Western Australia,SUV,4,5,29995,4,2.0,Australia
Hyundai,2019,Tucson,SUV,2019 Hyundai Tucson Highlander (awd) Black INT,USED,Automatic,AWD,Unleaded,7.7,37109,Black / -,Western Australia,SUV,4,5,38999,4,1.6,Australia
Holden,2017,Equinox,SUV,2017 Holden Equinox LT (fwd),USED,Automatic,Front,Premium,8.2,89693,Grey / Black,Western Australia,SUV,4,5,22987,4,2.0,Australia
Kia,2021,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,Front,Unleaded,9.6,31687,White / -,Western Australia,Wagon,4,8,44999,6,3.5,Australia
Nissan,2014,Navara,Ute / Tray,2014 Nissan Navara ST-R (4X4),USED,Manual,4WD,Diesel,9.2,139400,Black / Black,Western Australia,Ute / Tray,4,5,17990,4,2.5,Australia
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,10.5,346624,White / Black,Western Australia,Ute / Tray,4,5,12990,4,2.5,Australia
Mercedes-Benz,2016,C63,Sedan,2016 Mercedes-Benz C63 S,USED,Automatic,Rear,Premium,8.6,26000,White / Black And Red,Western Australia,Sedan,4,5,124990,8,4.0,Australia
Ford,2010,Falcon,Ute / Tray,2010 Ford Falcon XR6,USED,Manual,Rear,Unleaded,11.7,158414,Blue / Black,Western Australia,Ute / Tray,2,2,20990,6,4.0,Australia
Ford,2016,Ecosport,SUV,2016 Ford Ecosport Trend,USED,Automatic,Front,Premium,6.5,112220,Blue / Blue,Western Australia,SUV,4,5,16990,4,1.5,Australia
Nissan,2016,Qashqai,SUV,2016 Nissan Qashqai ST (4X2),USED,Automatic,Front,Unleaded,6.9,74194,Grey / Black,Western Australia,SUV,4,5,21990,4,2.0,Australia
Hyundai,2010,I30,Hatchback,2010 Hyundai I30 SLX 1.6 Crdi,USED,Manual,Front,Diesel,4.7,229732,Red / -,Western Australia,Hatchback,5,5,8488,4,1.6,Australia
Mazda,2018,CX-3,SUV,2018 Mazda CX-3 S Touring (awd),USED,Automatic,AWD,Unleaded,6.7,97094,Blue / Black,Western Australia,SUV,4,5,23990,4,2.0,Australia
Isuzu,2022,D-MAX,Ute / Tray,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,4WD,Diesel,7.7,11550,White / -,Western Australia,Ute / Tray,4,5,69988,4,3.0,Australia
Nissan,2011,Dualis,SUV,2011 Nissan Dualis ST (4X2),USED,Automatic,Front,Unleaded,8.2,149632,White / Black,Western Australia,SUV,4,5,13990,4,2.0,Australia
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.7,152298,White / Grey,Western Australia,Ute / Tray,4,5,38990,4,3.0,Australia
Mitsubishi,2013,Outlander,SUV,2013 Mitsubishi Outlander Aspire (4X4),USED,Automatic,AWD,Diesel,5.8,121114,Blue / -,Western Australia,SUV,4,7,19488,4,2.3,Australia
Nissan,2013,Pathfinder,SUV,2013 Nissan Pathfinder ST (4X4),USED,Automatic,4WD,Diesel,9.0,101472,Silver / -,Western Australia,SUV,4,7,24988,4,2.5,Australia
Volkswagen,2019,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI 580 Ultimate,USED,Automatic,4WD,Diesel,8.9,103997,White / Black,Western Australia,Ute / Tray,4,5,51888,6,3.0,Australia
LDV,2020,T60,Ute / Tray,2020 LDV T60 Mega TUB (4X4),USED,Manual,4WD,Diesel,8.8,27529,White / -,Western Australia,Ute / Tray,4,5,28988,4,2.8,Australia
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Manual,4WD,Diesel,8.3,165110,White / Grey,Western Australia,Ute / Tray,4,5,40990,4,3.0,Australia
Mitsubishi,2014,Lancer,Sedan,2014 Mitsubishi Lancer Evolution MR,USED,Automatic,AWD,Premium,10.1,84393,White / -,Western Australia,Sedan,4,5,42988,4,2.0,Australia
Toyota,2016,Yaris,Hatchback,2016 Toyota Yaris Ascent,USED,Manual,Front,Unleaded,5.7,37413,Yellow / -,Western Australia,Hatchback,5,5,17988,4,1.3,Australia
Ford,2015,Transit,Commercial,2015 Ford Transit Custom 330L (lwb),USED,Manual,Front,Diesel,7.3,111033,Gold / -,Western Australia,Commercial,3,2,31988,4,2.2,Australia
HSV,2013,Clubsport,Sedan,2013 HSV Clubsport R8,USED,Automatic,Rear,Premium,13.9,95066,Black / Black,Western Australia,Sedan,4,5,70990,8,6.2,Australia
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.5,107084,Grey / Black,Western Australia,Ute / Tray,4,5,50990,4,2.8,Australia
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 GXL (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,13591,White / Black,Western Australia,SUV,5,5,54990,4,2.5,Australia
Mazda,2015,2,Hatchback,2015 Mazda 2 NEO,USED,Automatic,Front,Unleaded,5.5,193198,White / Black,Western Australia,Hatchback,5,5,12990,4,1.5,Australia
Mitsubishi,2016,Triton,Ute / Tray,2016 Mitsubishi Triton Exceed (4X4),USED,Automatic,4WD,Diesel,7.6,126922,Grey / Black,Western Australia,Ute / Tray,4,5,33990,4,2.4,Australia
Hyundai,2014,Veloster,Hatchback,2014 Hyundai Veloster,USED,Manual,Front,Unleaded,6.4,137551,Red / Black,Western Australia,Hatchback,3,4,15985,4,1.6,Australia
Subaru,2007,Outback,SUV,2007 Subaru Outback 2.5I,USED,Automatic,AWD,Unleaded,9.1,273034,Grey / -,Western Australia,SUV,4,5,4990,4,2.5,Australia
Mitsubishi,2019,Pajero,SUV,2019 Mitsubishi Pajero GLS LWB (4X4) 7 Seat,USED,Automatic,4WD,Diesel,9.0,73139,White / Black,Western Australia,SUV,4,7,45888,4,3.2,Australia
Ford,2013,Territory,SUV,2013 Ford Territory TS (rwd),USED,Automatic,Rear,Diesel,8.2,160155,White / Grey,Western Australia,SUV,4,7,14985,6,2.7,Australia
Toyota,2009,Avensis,Wagon,2009 Toyota Avensis Verso GLX,USED,Automatic,Front,Unleaded,9.2,149154,White / Black,Western Australia,Wagon,4,7,11998,4,2.4,Australia
Mitsubishi,2018,Outlander,SUV,2018 Mitsubishi Outlander ES Adas 5 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,93698,White / Black,Western Australia,SUV,4,5,22000,4,2.4,Australia
Volkswagen,2017,Golf,Hatchback,2017 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,Front,Premium,5.4,114054,Black / Black,Western Australia,Hatchback,5,5,23982,4,1.4,Australia
Volkswagen,2005,Golf,Hatchback,2005 Volkswagen Golf GTI,USED,Manual,Front,Premium,8.1,241792,Red / -,Western Australia,Hatchback,5,5,7990,4,2.0,Australia
Ford,2016,Everest,SUV,2016 Ford Everest Trend (rwd),USED,Automatic,Rear,Diesel,8.5,97013,Blue / Black,Western Australia,SUV,4,7,34991,5,3.2,Australia
Mitsubishi,2017,Eclipse,SUV,2017 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,Front,Unleaded,7.3,233608,Grey / Black,Western Australia,SUV,4,5,18888,4,1.5,Australia
MG,2020,MG3,Hatchback,2020 MG MG3 Auto Excite (with Navigation),USED,Automatic,Front,Premium,6.7,35300,Silver / -,Western Australia,Hatchback,5,5,19999,4,1.5,Australia
Toyota,2021,Camry,Sedan,2021 Toyota Camry Ascent Hybrid,USED,Automatic,Front,Hybrid,4.5,53920,Silver / -,Western Australia,Sedan,4,5,38990,4,2.5,Australia
Holden,2016,Captiva,SUV,2016 Holden Captiva 5 LS (fwd),USED,Automatic,Front,Unleaded,8.8,128001,Silver / Black,Western Australia,SUV,4,5,12990,4,2.4,Australia
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 (4X4),USED,Automatic,4WD,Diesel,8.1,99839,White / Grey,Western Australia,Ute / Tray,4,5,30999,4,2.2,Australia
Suzuki,2021,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,Front,Unleaded,5.4,42507,White / Black,Western Australia,Hatchback,4,5,18990,4,1.4,Australia
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,8.6,115010,White / Black,Western Australia,Ute / Tray,4,5,39970,4,2.4,Australia
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado GXL (4X4),USED,Manual,4WD,Diesel,7.9,117922,White / -,Western Australia,SUV,4,7,59990,4,2.8,Australia
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,7.9,54776,Silver / -,Western Australia,SUV,4,5,31990,4,2.5,Australia
Ssangyong,2020,Musso,Ute / Tray,2020 Ssangyong Musso Ultimate,USED,Automatic,4WD,Diesel,8.6,70561,Black / -,Western Australia,Ute / Tray,4,5,34777,4,2.2,Australia
Jeep,2022,Wrangler,SUV,2022 Jeep Wrangler Unlimited Night Eagle (4X4),USED,Automatic,4WD,Unleaded,9.7,10128,White / -,Western Australia,SUV,4,5,75850,6,3.6,Australia
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,9.5,92095,Red / Black,Western Australia,Sedan,4,5,21998,6,3.6,Australia
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8.0,188940,White / -,Western Australia,SUV,4,7,48990,4,2.8,Australia
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,7.4,82159,Red / Grey,Western Australia,SUV,4,5,23888,4,2.0,Australia
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.1,112184,White / -,Western Australia,Ute / Tray,2,2,54990,4,2.8,Australia
Suzuki,2015,Swift,Hatchback,2015 Suzuki Swift GL Navigator,USED,Automatic,Front,Unleaded,6.2,93770,White / -,Western Australia,Hatchback,5,5,14999,4,1.4,Australia
Peugeot,2010,207,Hatchback,2010 Peugeot 207 XT,USED,Automatic,Front,Unleaded,7.0,146303,Black / -,Western Australia,Hatchback,5,5,7888,4,1.6,Australia
Toyota,2012,RAV4,SUV,2012 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,9.6,217255,Black / Black,Western Australia,SUV,4,5,15990,4,2.4,Australia
Nissan,2015,370Z,Coupe,2015 Nissan 370Z,USED,Automatic,Rear,Premium,10.4,55123,Black / -,Western Australia,Coupe,2,2,37999,6,3.7,Australia
Chrysler,2012,300,Sedan,2012 Chrysler 300 Limited,USED,Automatic,Rear,Diesel,7.1,175774,Grey / Grey,Western Australia,Sedan,4,5,19998,6,3.0,Australia
Jeep,2011,Grand,SUV,2011 Jeep Grand Cherokee Overland (4X4),USED,Automatic,AWD,Premium,14.1,93983,Grey / -,Western Australia,SUV,4,5,25999,8,5.7,Australia
Lexus,2009,RX350,SUV,2009 Lexus RX350 Sports Luxury,USED,Automatic,4WD,Premium,10.8,260000,Grey / Black,Western Australia,SUV,4,5,13990,6,3.5,Australia
Holden,2011,Commodore,Sedan,2011 Holden Commodore SS-V,USED,Manual,Rear,Premium,14.6,189474,Blue / -,Western Australia,Sedan,4,5,24999,8,6.0,Australia
Ford,2005,Falcon,Sedan,2005 Ford Falcon XR8,USED,Manual,Rear,Unleaded,12.5,177000,Black / Black,Western Australia,Sedan,4,5,21990,8,5.4,Australia
Toyota,2006,Landcruiser,SUV,2006 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,12.6,365000,Silver / Grey,Western Australia,SUV,4,8,18990,4,3.0,Australia
Toyota,2014,Kluger,SUV,2014 Toyota Kluger GX (4X4),USED,Automatic,AWD,Unleaded,10.6,184455,Silver / -,Western Australia,SUV,4,7,25990,6,3.5,Australia
Kia,2016,Cerato,Hatchback,2016 Kia Cerato S (AV),USED,Automatic,Front,Unleaded,7.1,135094,Black / Black,Western Australia,Hatchback,5,5,15998,4,2.0,Australia
Jeep,2010,Wrangler,SUV,2010 Jeep Wrangler Renegade (4X4),USED,Manual,4WD,Unleaded,11.5,89456,White / -,Western Australia,SUV,2,4,22990,6,3.8,Australia
Toyota,2012,FJ,SUV,2012 Toyota FJ Cruiser,USED,Automatic,4WD,Premium,11.4,379973,White / Black,Western Australia,SUV,4,5,22990,6,4.0,Australia
Nissan,2014,Navara,Ute / Tray,2014 Nissan Navara ST (4X4),USED,Manual,4WD,Diesel,9.8,172899,White / Black,Western Australia,Ute / Tray,4,5,19990,4,2.5,Australia
Mitsubishi,2011,Pajero,SUV,2011 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,4WD,Diesel,9.2,216328,White / Black,Western Australia,SUV,4,7,24990,4,3.2,Australia
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.0E-L Hybrid (awd),USED,Automatic,AWD,Hybrid,6.7,61202,Grey / Black,Western Australia,SUV,4,5,35998,4,2.0,Australia
BMW,2013,328I,Sedan,2013 BMW 328I,USED,Automatic,Rear,Premium,6.3,147926,Blue / Black,Western Australia,Sedan,4,5,24990,4,2.0,Australia
Honda,2019,Civic,Hatchback,2019 Honda Civic Type R,USED,Manual,Front,Premium,8.8,68602,Black / -,Western Australia,Hatchback,5,4,49990,4,2.0,Australia
Ford,2018,Mondeo,Hatchback,2018 Ford Mondeo Ambiente,USED,Automatic,Front,Diesel,5.1,73078,White / -,Western Australia,Hatchback,5,5,19990,4,2.0,Australia
Mazda,2015,MX-5,Convertible,2015 Mazda MX-5 GT,USED,Automatic,Rear,Premium,6.4,69100,Red / -,Western Australia,Convertible,2,2,29999,4,1.5,Australia
Mazda,2022,CX-5,SUV,2022 Mazda CX-5 Touring Active (awd),USED,Automatic,AWD,Unleaded,7.5,16755,Grey / -,Western Australia,SUV,4,5,41999,4,2.5,Australia
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado Z71 (4X4),USED,Automatic,4WD,Diesel,9.1,80104,Red / -,Western Australia,Ute / Tray,4,5,43999,4,2.8,Australia
Land,2016,Rover,SUV,2016 Land Rover Range Rover Sport 5.0 V8 SC A/B Dynamic,USED,Automatic,AWD,Premium,13.8,117126,White / Black And Red,Western Australia,SUV,4,5,79797,8,5.0,Australia
Ford,2022,Everest,SUV,2022 Ford Everest Titanium (4WD),USED,Automatic,4WD,Diesel,7.0,18145,Blue / -,Western Australia,SUV,4,7,68879,4,2.0,Australia
Hyundai,2019,Accent,Hatchback,2019 Hyundai Accent Sport,USED,Automatic,Front,Unleaded,6.6,37610,White / -,Western Australia,Hatchback,5,5,19999,4,1.6,Australia
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,8.1,101151,White / -,Western Australia,Ute / Tray,4,5,38990,4,3.0,Australia
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,4WD,Diesel,8.2,90533,Blue / Black,Western Australia,Ute / Tray,4,5,63800,4,2.0,Australia
Ford,2011,Falcon,Sedan,2011 Ford Falcon XR6,USED,Automatic,Rear,Unleaded,9.9,129130,Black / -,Western Australia,Sedan,4,5,19999,6,4.0,Australia
Toyota,2019,HiAce,Commercial,2019 Toyota HiAce LWB,USED,Automatic,Rear,Diesel,8.2,179880,White / -,New South Wales,Commercial,4,2,42990,4,2.8,Australia
Toyota,2017,Hiace,Commercial,2017 Toyota Hiace Slwb,USED,Automatic,Rear,Diesel,9.2,247951,White / -,New South Wales,Commercial,4,2,36990,4,3.0,Australia
