Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,State,BodyType,Doors,Seats,Price,Cylinders,Capacity(Liters),Country
BMW,2020,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,Rear,Premium,8.8,2858,White / Black,New South Wales,Coupe,2,4,129988,6,3.0,Australia
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,Front,Unleaded,6.2,201011,Grey / Black,New South Wales,Hatchback,5,5,7999,4,1.4,Australia
Ford,2008,Transit,Commercial,2008 Ford Transit,USED,Manual,Rear,Diesel,9.5,305593,White / -,New South Wales,Commercial,2,3,9995,4,2.4,Australia
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,Front,Premium,5.1,57217,Silver / Black,New South Wales,Hatchback,5,5,16990,3,1.2,Australia
Holden,2017,Trax,SUV,2017 Holden Trax LT,USED,Automatic,Front,Unleaded,6.9,83147,Blue / -,New South Wales,SUV,4,5,17888,4,1.4,Australia
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,9.3,204000,White / -,New South Wales,Ute / Tray,4,5,18995,4,2.5,Australia
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,AWD,Unleaded,7.2,122077,Red / -,New South Wales,SUV,4,5,16857,4,2.0,Australia
Mazda,2015,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,Front,Unleaded,6.1,60581,Blue / Black,New South Wales,SUV,4,5,22990,4,2.0,Australia
Nissan,2010,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,9.8,259488,White / -,New South Wales,Ute / Tray,2,2,13950,4,2.5,Australia
Holden,2017,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,Front,Unleaded,9.0,186954,Grey / -,New South Wales,SUV,4,7,12990,4,2.4,Australia
Kia,2017,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,Front,Unleaded,7.1,21350,Red / -,New South Wales,Hatchback,5,5,22990,4,2.0,Australia
Audi,2016,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,AWD,Premium,8.1,47926,White / Black,New South Wales,Hatchback,5,5,59990,5,2.5,Australia
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,Rear,Diesel,8.0,88861,White / -,New South Wales,Ute / Tray,2,2,21880,4,2.5,Australia
Jeep,2007,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Diesel,16.0,199000,- / -,New South Wales,SUV,4,5,10990,6,3.0,Australia
Mercedes-Benz,2018,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,Rear,Hybrid,6.5,72540,Blue / Black,New South Wales,Sedan,4,4,39990,4,2.0,Australia
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,Front,Hybrid,4.2,87043,Blue / -,New South Wales,Hatchback,5,5,39990,4,1.8,Australia
Ford,2012,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,9.4,254121,White / Grey,New South Wales,Ute / Tray,4,5,21990,5,3.2,Australia
Honda,2008,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,Front,Premium,9.3,165450,Silver / -,New South Wales,Hatchback,3,4,18990,4,2.0,Australia
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,Front,Unleaded,7.3,15087,White / -,New South Wales,SUV,4,5,39990,4,1.5,Australia
Nissan,2013,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,10.5,159056,White / -,New South Wales,Ute / Tray,4,5,21990,4,2.5,Australia
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,6.8,97295,White / -,New South Wales,SUV,4,5,31990,4,2.0,Australia
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,7.4,83095,Red / -,New South Wales,SUV,4,5,26990,4,2.5,Australia
Isuzu,2017,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,7.7,192988,White / -,New South Wales,Ute / Tray,4,5,28999,4,3.0,Australia
Mercedes-Benz,2014,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,Front,Diesel,4.6,105663,Blue / -,New South Wales,Hatchback,5,5,22500,4,1.8,Australia
Toyota,2007,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,Rear,Unleaded,11.6,222603,White / Grey,New South Wales,Commercial,4,3,17990,4,2.7,Australia
Ford,2020,Puma,SUV,2020 Ford Puma,USED,Automatic,Front,Premium,5.3,22300,Blue / -,New South Wales,SUV,5,5,27800,3,1.0,Australia
Mazda,2022,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,Front,Unleaded,5.2,11824,Grey / -,New South Wales,Hatchback,5,5,29990,4,1.5,Australia
Toyota,2007,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,7.7,250318,Silver / -,New South Wales,Hatchback,5,5,10990,4,1.8,Australia
Jeep,2016,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Premium,10.4,39967,White / Black,New South Wales,SUV,4,5,34800,6,3.6,Australia
Hyundai,2020,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,7.9,38341,Blue / Grey,New South Wales,SUV,4,5,28984,4,2.0,Australia
Toyota,2020,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,Front,Unleaded,8.3,7528,Silver / Black,New South Wales,Sedan,4,5,32990,4,2.5,Australia
Honda,2018,City,Sedan,2018 Honda City VTI,USED,Automatic,Front,Unleaded,5.8,94385,Silver / Black,New South Wales,Sedan,4,5,19999,4,1.5,Australia
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,5.6,110047,Red / -,New South Wales,SUV,4,5,29990,4,1.2,Australia
Kia,2012,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,AWD,Diesel,7.4,164189,Silver / Black,New South Wales,SUV,4,7,16990,4,2.2,Australia
Holden,2013,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,Front,Unleaded,7.4,106722,White / -,New South Wales,Hatchback,5,5,10800,4,1.8,Australia
Isuzu,2018,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,Front,Diesel,8.1,72650,White / Grey,New South Wales,SUV,4,7,39880,4,3.0,Australia
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,123624,Silver / -,New South Wales,Sedan,4,5,14995,4,1.8,Australia
Lexus,2014,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,Rear,Premium,9.7,155620,Silver / Black,New South Wales,Sedan,4,5,27990,6,3.5,Australia
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,Front,Unleaded,4.9,53426,White / Black Cloth,New South Wales,Hatchback,5,5,22990,4,1.5,Australia
Toyota,2009,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,Front,Unleaded,7.7,114727,Silver / -,New South Wales,Hatchback,5,5,14995,4,1.8,Australia
Toyota,2016,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,AWD,Unleaded,10.6,98983,Grey / Black,New South Wales,SUV,4,7,39280,6,3.5,Australia
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,Front,Premium,8.1,160523,Silver / Grey,New South Wales,Hatchback,3,5,10990,4,2.0,Australia
Holden,2015,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,Rear,Premium,11.8,96000,White / Black Leather,New South Wales,Sedan,4,5,47990,8,6.0,Australia
Nissan,2016,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,7.9,39397,Red / -,New South Wales,SUV,4,5,23950,4,2.5,Australia
Hyundai,2020,I30,Hatchback,2020 Hyundai I30,USED,Automatic,Front,Unleaded,7.4,54368,White / -,New South Wales,Hatchback,4,5,26990,4,2.0,Australia
Holden,2014,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.4,220683,Silver / -,New South Wales,Hatchback,5,5,7990,4,1.8,Australia
Toyota,2013,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,Front,Unleaded,7.8,89140,Grey / Black,New South Wales,Sedan,4,5,17900,4,2.5,Australia
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.6,149974,Red / Black,New South Wales,Hatchback,5,5,16990,4,1.8,Australia
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,44879,White / -,New South Wales,Hatchback,4,5,26990,4,2.0,Australia
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,9.2,110909,White / -,New South Wales,Ute / Tray,4,5,34913,5,3.2,Australia
Toyota,2013,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.6,109519,White / Black,New South Wales,Hatchback,5,5,19990,4,1.8,Australia
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,Rear,Unleaded,10.2,19372,Grey / Red,New South Wales,Sedan,4,5,55888,6,3.3,Australia
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,AWD,Unleaded,8.5,155198,Silver / -,New South Wales,SUV,4,5,24950,4,2.5,Australia
Honda,2012,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,Front,Unleaded,6.6,111323,Green / -,New South Wales,Hatchback,5,5,12800,4,1.3,Australia
BMW,2017,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,Rear,Premium,5.8,79882,Grey / Beige,New South Wales,Hatchback,5,5,41280,4,2.0,Australia
Volkswagen,2008,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,Front,Premium,8.1,155839,Silver / -,New South Wales,Hatchback,5,5,13990,4,2.0,Australia
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,66805,Grey / -,New South Wales,SUV,4,5,33898,4,2.5,Australia
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,8.2,227646,Silver / -,New South Wales,SUV,4,5,8913,6,2.7,Australia
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,Front,Unleaded,6.3,88465,Silver / -,New South Wales,Hatchback,5,5,14888,4,1.4,Australia
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,Rear,Unleaded,9.5,237426,Blue / -,New South Wales,Sedan,4,5,15995,6,3.6,Australia
Toyota,1999,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,4WD,Diesel,0.0,41750,Red / Grey,New South Wales,Ute / Tray,2,3,48999,6,4.2,Australia
Toyota,2013,Hilux,Ute / Tray,2013 Toyota Hilux SR,USED,Manual,Rear,Diesel,8.1,345194,White / Grey,New South Wales,Ute / Tray,4,5,12990,4,3.0,Australia
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,6.1,130970,Red / Black,New South Wales,Hatchback,5,5,23990,4,1.8,Australia
Honda,2016,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,6.0,35612,Silver / Black,New South Wales,Sedan,4,5,24888,4,1.5,Australia
Audi,2013,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,Front,Premium,6.7,148265,Brown / Grey,New South Wales,Hatchback,5,5,13999,4,1.8,Australia
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,Front,Unleaded,7.1,83494,Black / Leather,New South Wales,Hatchback,4,5,27950,4,1.6,Australia
Mazda,2012,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,Front,Unleaded,6.8,85492,Silver / -,New South Wales,Hatchback,5,5,13990,4,1.5,Australia
Volkswagen,2013,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,AWD,Premium,8.8,126408,Grey / Black,New South Wales,SUV,4,5,19999,4,2.0,Australia
Renault,2017,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,Front,Diesel,6.2,173156,White / -,New South Wales,Commercial,4,3,22950,4,1.6,Australia
Peugeot,2013,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,Front,Premium,5.9,78783,Grey / Black,New South Wales,Hatchback,3,5,14990,4,1.6,Australia
Land,2020,Rover,SUV,2020 Land Rover Range Rover Evoque P200 S (147KW),USED,Automatic,AWD,Premium,8.1,26227,Black / -,New South Wales,SUV,4,5,69800,4,2.0,Australia
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI,USED,Automatic,Front,Unleaded,6.6,101821,Black / -,New South Wales,SUV,4,5,20995,4,1.8,Australia
Mitsubishi,2014,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,8.1,221872,White / -,New South Wales,Ute / Tray,4,5,14413,4,2.5,Australia
Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,6.7,90691,White / -,New South Wales,Sedan,4,5,14776,4,1.8,Australia
Mazda,2018,6,Sedan,2018 Mazda 6 Touring (5YR),USED,Automatic,Front,Unleaded,7.0,24305,Blue / -,New South Wales,Sedan,4,5,29990,4,2.5,Australia
Audi,2007,A4,Sedan,2007 Audi A4 2.0 Tfsi,USED,Automatic,Front,Premium,8.3,168901,Silver / Black,New South Wales,Sedan,4,5,7950,4,2.0,Australia
Honda,2005,Accord,Sedan,2005 Honda Accord VTI,USED,Automatic,Front,Unleaded,9.3,167562,Gold / -,New South Wales,Sedan,4,5,7949,4,2.4,Australia
Audi,2016,SQ5,SUV,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,AWD,Diesel,6.8,152995,Grey / -,New South Wales,SUV,5,5,29999,6,3.0,Australia
Toyota,2007,Corolla,Sedan,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,7.4,236946,Silver / Cloth,New South Wales,Sedan,4,5,8880,4,1.8,Australia
Holden,2011,Commodore,Wagon,2011 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,9.8,183580,Silver / -,New South Wales,Wagon,4,5,12990,6,3.6,Australia
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,Front,Diesel,5.3,124882,Red / Black,New South Wales,SUV,4,5,19888,4,1.6,Australia
Mazda,2005,6,Sedan,2005 Mazda 6 Classic,USED,Automatic,Front,Premium,8.9,247519,Gold / -,New South Wales,Sedan,4,5,5950,4,2.3,Australia
Audi,2021,Q3,SUV,2021 Audi Q3 35 Tfsi,USED,Automatic,Front,Premium,7.2,9819,Blue / Black,New South Wales,SUV,4,5,51990,4,1.4,Australia
Lexus,2004,IS300,Sedan,2004 Lexus IS300 Sports Luxury,USED,Automatic,Rear,Unleaded,10.5,124230,Black / -,New South Wales,Sedan,4,5,16000,6,3.0,Australia
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX,USED,Automatic,Rear,Diesel,8.3,43839,White / Grey,New South Wales,Ute / Tray,2,2,33990,4,2.4,Australia
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,Front,Unleaded,6.9,106286,Silver / -,New South Wales,Hatchback,5,5,16990,4,1.8,Australia
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,128601,White / -,New South Wales,SUV,4,7,36888,6,3.5,Australia
Subaru,2011,Outback,SUV,2011 Subaru Outback 3.6R Premium,USED,Automatic,AWD,Premium,10.3,91016,Black / Black,New South Wales,SUV,4,5,16999,6,3.6,Australia
Jaguar,2014,XF,Sedan,2014 Jaguar XF 2.2D Premium Luxury,USED,Automatic,Rear,Diesel,5.2,38821,Grey / -,New South Wales,Sedan,4,5,29800,4,2.2,Australia
Nissan,2015,X-Trail,SUV,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,Front,Unleaded,7.9,94239,White / -,New South Wales,SUV,4,7,22990,4,2.5,Australia
Ford,2013,Ranger,Ute / Tray,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,9.4,167122,White / -,New South Wales,Ute / Tray,4,5,23913,5,3.2,Australia
Honda,2004,Accord,Sedan,2004 Honda Accord Euro Luxury,USED,Automatic,Front,Premium,9.4,207966,Silver / Black,New South Wales,Sedan,4,5,8990,4,2.4,Australia
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,108767,- / -,New South Wales,Ute / Tray,2,2,29999,5,3.2,Australia
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,Front,Premium,4.8,39578,White / Grey,New South Wales,Hatchback,5,5,16420,4,1.2,Australia
Mazda,2015,2,Hatchback,2015 Mazda 2 Genki,USED,Automatic,Front,Unleaded,4.9,105633,Red / Grey,New South Wales,Hatchback,5,5,16990,4,1.5,Australia
Nissan,2002,Pulsar,Sedan,2002 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,8.0,169981,Blue / Black,New South Wales,Sedan,4,5,7880,4,1.8,Australia
Hyundai,2015,Veloster,Hatchback,2015 Hyundai Veloster,USED,Automatic,Front,Unleaded,6.4,138263,White / Black,New South Wales,Hatchback,3,4,21995,4,1.6,Australia
Toyota,2006,Corolla,Hatchback,2006 Toyota Corolla Ascent Seca,USED,Automatic,Front,Unleaded,7.4,238016,Silver / Black,New South Wales,Hatchback,5,5,5999,4,1.8,Australia
Audi,2014,Q3,SUV,2014 Audi Q3 2.0 TDI Quattro (130KW),USED,Automatic,AWD,Diesel,5.9,73021,White / Black Leather,New South Wales,SUV,4,5,27995,4,2.0,Australia
Holden,2010,Cruze,Sedan,2010 Holden Cruze CDX,USED,Automatic,Front,Diesel,6.9,106831,Silver / Black Leather,New South Wales,Sedan,4,5,8995,4,2.0,Australia
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Trophy,USED,Automatic,Front,Unleaded,7.6,209552,Red / -,New South Wales,Hatchback,5,5,7995,4,2.0,Australia
Mitsubishi,2021,Outlander,SUV,2021 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,51311,Red / -,New South Wales,SUV,4,5,30888,4,2.4,Australia
Toyota,2022,Yaris,Hatchback,2022 Toyota Yaris ZR Hybrid,USED,Automatic,Front,Hybrid,3.3,17984,Brown / Black,New South Wales,Hatchback,5,5,39990,3,1.5,Australia
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,7.5,137763,Black / Black,New South Wales,SUV,4,5,24990,6,3.0,Australia
Honda,2022,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,Front,Unleaded,7.3,21532,Grey / -,New South Wales,SUV,4,5,39990,4,1.5,Australia
Land,2015,Rover,SUV,2015 Land Rover Discovery 4 3.0 SDV6 HSE,USED,Automatic,4WD,Diesel,8.8,139968,Black / Black,New South Wales,SUV,4,7,54990,6,3.0,Australia
MG,2022,ZS,Alto Blacktown MG,2022 MG ZS Excite,DEMO,Automatic,Front,Unleaded,7.1,15,Blue / Knight Black Synthetic Leather,New South Wales,SUV,4,5,23690,4,1.5,Australia
Mitsubishi,2015,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,7.2,154276,Silver / -,New South Wales,Ute / Tray,4,5,28990,4,2.4,Australia
Mercedes-Benz,2009,E500,Sedan,2009 Mercedes-Benz E500 Avantgarde,USED,Automatic,Rear,Premium,11.0,98170,Black / Beige,New South Wales,Sedan,4,5,34990,8,5.5,Australia
Kia,2013,RIO,Hatchback,2013 Kia RIO S,USED,Manual,Front,Unleaded,5.7,131990,Silver / Grey,New South Wales,Hatchback,5,5,11490,4,1.4,Australia
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6.0,173605,White / -,New South Wales,Hatchback,5,5,18995,4,2.0,Australia
Toyota,2017,HiAce,Commercial,2017 Toyota HiAce LWB,USED,Automatic,Rear,Diesel,8.7,160331,White / Grey,New South Wales,Commercial,4,2,34995,4,3.0,Australia
Holden,2010,Commodore,Wagon,2010 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,9.3,203500,White / -,New South Wales,Wagon,4,5,7995,6,3.0,Australia
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,37726,White / -,New South Wales,Ute / Tray,4,5,49913,4,2.8,Australia
Mazda,2018,3,Hatchback,2018 Mazda 3 SP25,USED,Automatic,Front,Unleaded,6.1,50304,White / Black,New South Wales,Hatchback,5,5,23400,4,2.5,Australia
BMW,2018,M140I,Hatchback,2018 BMW M140I,USED,Automatic,Rear,Premium,7.1,59223,White / Black,New South Wales,Hatchback,5,5,44990,6,3.0,Australia
Hyundai,2013,Accent,Sedan,2013 Hyundai Accent Active,USED,Automatic,Front,Unleaded,6.4,103629,Silver / Black,New South Wales,Sedan,4,5,12995,4,1.6,Australia
Jeep,2015,Grand,SUV,2015 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,4WD,Diesel,7.5,92805,Red / -,New South Wales,SUV,4,5,23913,6,3.0,Australia
Mercedes-Benz,2005,C200,Sedan,2005 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,Rear,Unleaded,9.5,98800,Black / Black Leather,New South Wales,Sedan,4,5,9888,4,1.8,Australia
Holden,2009,Commodore,Wagon,2009 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,11.0,127994,Silver / Black,New South Wales,Wagon,4,5,13990,6,3.6,Australia
Subaru,2015,Impreza,Hatchback,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,AWD,Unleaded,6.8,171352,Black / Black,New South Wales,Hatchback,5,5,15999,4,2.0,Australia
Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,9.2,31931,White / -,New South Wales,Ute / Tray,4,5,38800,5,3.2,Australia
Suzuki,2011,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,Front,Unleaded,6.2,158817,Black / -,New South Wales,Hatchback,5,5,11800,4,1.4,Australia
Volkswagen,2016,Golf,Hatchback,2016 Volkswagen Golf 92 TSI,USED,Manual,Front,Premium,5.7,89757,Grey / Grey,New South Wales,Hatchback,5,5,16990,4,1.4,Australia
Mercedes-Benz,2011,E250,Sedan,2011 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,Rear,Premium,7.6,120209,Silver / Black,New South Wales,Sedan,4,5,18990,4,1.8,Australia
Holden,2011,Commodore,Wagon,2011 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,8.9,174239,White / -,New South Wales,Wagon,4,5,13800,6,3.0,Australia
Toyota,2004,Camry,Sedan,2004 Toyota Camry Sportivo,USED,Automatic,Front,Unleaded,9.5,95362,Gold / -,New South Wales,Sedan,4,5,12995,4,2.4,Australia
Toyota,2018,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,5.6,67615,- / Black,New South Wales,SUV,4,5,32980,4,1.2,Australia
Peugeot,2017,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,Front,Premium,5.1,41522,Red / Black,New South Wales,Hatchback,5,5,18777,3,1.2,Australia
Audi,2018,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,Front,Premium,5.3,38238,Yellow / -,New South Wales,SUV,4,5,35800,4,1.4,Australia
Kia,2018,Sorento,SUV,2018 Kia Sorento SLI (4X4),USED,Automatic,AWD,Diesel,7.2,157465,White / -,New South Wales,SUV,4,7,28950,4,2.2,Australia
BMW,2017,218I,Hatchback,2017 BMW 218I Active Tourer Sport Line,USED,Automatic,Front,Premium,5.2,44286,White / -,New South Wales,Hatchback,4,5,26800,3,1.5,Australia
Hyundai,2017,Tucson,SUV,2017 Hyundai Tucson Elite (awd),USED,Automatic,AWD,Diesel,6.8,116134,White / -,New South Wales,SUV,4,5,28880,4,2.0,Australia
Nissan,2007,Patrol,SUV,2007 Nissan Patrol ST-S (4X4),USED,Manual,4WD,Diesel,10.8,165374,Blue / -,New South Wales,SUV,4,7,32950,4,3.0,Australia
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,40178,White / Grey,New South Wales,Hatchback,4,5,26300,4,2.0,Australia
Honda,2010,Accord,Sedan,2010 Honda Accord Euro Euro,USED,Automatic,Front,Premium,8.9,191701,Red / Black  Cloth,New South Wales,Sedan,4,5,10499,4,2.4,Australia
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,7.6,43534,White / -,New South Wales,SUV,4,5,25990,4,2.0,Australia
Nissan,2015,Qashqai,SUV,2015 Nissan Qashqai TI (4X2),USED,Automatic,Front,Unleaded,6.9,77936,White / Black,New South Wales,SUV,4,5,23990,4,2.0,Australia
Toyota,2015,Landcruiser,Ute / Tray,2015 Toyota Landcruiser Workmate (4X4),USED,Manual,4WD,Diesel,11.5,217658,White / -,New South Wales,Ute / Tray,2,3,56913,8,4.5,Australia
Volkswagen,2015,Passat,Wagon,2015 Volkswagen Passat 132 TSI Comfortline,USED,Automatic,Front,Premium,6.0,49801,White / Black,New South Wales,Wagon,4,5,26990,4,1.8,Australia
Subaru,2013,Forester,SUV,2013 Subaru Forester 2.5I,USED,Automatic,AWD,Unleaded,8.1,121608,Black / -,New South Wales,SUV,4,5,16950,4,2.5,Australia
Renault,2014,Megane,Wagon,2014 Renault Megane GT-Line,USED,Automatic,Front,Premium,5.6,112133,Black / Grey,New South Wales,Wagon,4,5,13999,4,1.2,Australia
